Id,Label,timeset,value,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,Authority,Hub,pageranks,clustering,triangles,eigencentrality
Nitrosospira_lacus,Nitrosospira,,0,381,3,0.62763,0.709683,0.000141,0,0,0.026006,0.026006,0.000909,0.89435,64742,0.573299
Spiroplasma_monobiae,Spiroplasma,,0.01,581,3,0.734208,0.822719,0.000385,0,0,0.038651,0.038651,0.001304,0.835064,140700,0.85234
Dokdonia_donghaensis,Dokdonia,,0,532,3,0.70417,0.794786,0.000197,0,0,0.036053,0.036053,0.001199,0.872308,123210,0.794791
Lactobacillus_paraplantarum,Lactobacillus,,0.16,665,3,0.791335,0.870391,0.000613,1,0,0.043175,0.043175,0.001476,0.785153,173346,0.952584
Flavobacterium_branchiophilum,Flavobacterium,,0.02,667,3,0.791335,0.871136,0.000581,2,0,0.043257,0.043257,0.001476,0.783842,174100,0.954466
Lacinutrix_venerupis,Lacinutrix,,0,522,3,0.700313,0.789758,0.000636,0,0,0.034811,0.034811,0.001206,0.849236,115480,0.767646
Bacillus_toyonensis,Bacillus,,0.04,677,3,0.798394,0.876723,0.00061,1,0,0.043778,0.043778,0.001497,0.777302,177867,0.965997
Desulfitobacterium_hafniense,Desulfitobacterium,,0.01,622,3,0.760408,0.84581,0.000517,1,0,0.040623,0.040623,0.001392,0.803387,155159,0.896176
Bacillus_kochii,Bacillus,,0.04,635,3,0.769561,0.853259,0.000459,2,0,0.041863,0.041863,0.001409,0.811585,163368,0.923447
Gramella_flava,Gramella,,0,539,3,0.711447,0.799814,0.000844,0,0,0.035563,0.035563,0.001253,0.823879,119455,0.784452
Bacillus_safensis,Bacillus,,0.04,658,3,0.786467,0.86648,0.000553,1,0,0.04292,0.04292,0.00146,0.79341,171498,0.946909
Flammeovirgaceae_bacterium,Flammeovirgaceae,,0,558,3,0.718876,0.809311,0.000712,0,0,0.036684,0.036684,0.001281,0.816992,126963,0.809175
Acinetobacter_wuhouensis,Acinetobacter,,0.01,637,3,0.770887,0.854376,0.000457,0,0,0.041881,0.041881,0.001411,0.80589,163246,0.923794
Thermomonospora_curvata,Thermomonospora,,0,648,3,0.779617,0.860894,0.00049,1,0,0.042481,0.042481,0.001439,0.802646,168257,0.937131
Melioribacter_roseus,Melioribacter,,0,447,3,0.658088,0.746555,0.000541,1,0,0.028608,0.028608,0.001076,0.83077,82812,0.631379
Niastella_koreensis,Niastella,,0,577,3,0.733607,0.821043,0.001289,0,0,0.037576,0.037576,0.001335,0.808516,134356,0.829014
Candidatus_Ishikawaella,Candidatus,,0.25,161,4,0.532421,0.580354,0.000131,0,0,0.010476,0.010476,0.000502,0.914208,11775,0.231006
Novibacillus_thermophilus,Novibacillus,,0,619,3,0.759118,0.84432,0.000985,1,0,0.039857,0.039857,0.001411,0.783177,149799,0.879563
Bordetella_trematum,Bordetella,,0,367,3,0.621528,0.701862,0.000259,2,0,0.023538,0.023538,0.000907,0.837763,56265,0.519653
Polaribacter_vadi,Polaribacter,,0,558,3,0.719453,0.809497,0.000457,0,0,0.03703,0.03703,0.001267,0.830138,129006,0.816758
Spirochaeta_thermophila,Spirochaeta,,0,477,3,0.670412,0.762384,0.000177,0,0,0.032848,0.032848,0.00109,0.895275,101637,0.724027
Streptomyces_xiamenensis,Streptomyces,,0.01,668,3,0.790636,0.871322,0.000699,2,0,0.043107,0.043107,0.001485,0.775808,172833,0.951185
Hymenobacter_swuensis,Hymenobacter,,0,652,3,0.781659,0.862942,0.000553,0,0,0.042589,0.042589,0.001447,0.79584,168898,0.939611
Flavobacterium_communis,Flavobacterium,,0.02,630,3,0.765612,0.850279,0.000534,1,0,0.041372,0.041372,0.001404,0.80373,159247,0.912764
Desulfotomaculum_ferrireducens,Desulfotomaculum,,0,607,3,0.749581,0.837058,0.000528,1,0,0.040167,0.040167,0.001358,0.817829,150416,0.88601
Arcobacter_butzleri,Arcobacter,,0,485,3,0.67803,0.768156,0.000774,0,0,0.030755,0.030755,0.001161,0.797095,93555,0.678783
Bacillus_megaterium,Bacillus,,0.04,638,3,0.770224,0.854562,0.000573,2,0,0.041509,0.041509,0.001423,0.792508,161040,0.915875
Marinobacter_salinus,Marinobacter,,0,447,3,0.657605,0.746369,0.000154,0,0,0.030648,0.030648,0.001034,0.897092,89423,0.67552
Chlorobium_tepidum,Chlorobium,,0,572,3,0.728827,0.817691,0.000462,2,0,0.03806,0.03806,0.001292,0.83226,135913,0.839462
Nocardia_farcinica,Nocardia,,0,645,3,0.778261,0.859404,0.000593,0,0,0.042187,0.042187,0.001437,0.799976,166147,0.930613
Hoyosella_subflava,Hoyosella,,0,676,3,0.799107,0.876536,0.000634,1,0,0.043698,0.043698,0.001498,0.778374,177586,0.964176
Coriobacteriaceae_bacterium,Coriobacteriaceae,,0,647,3,0.777585,0.859963,0.000627,1,0,0.041977,0.041977,0.001446,0.787684,164611,0.926217
Nocardia_brasiliensis,Nocardia,,0,666,3,0.790636,0.870577,0.000515,0,0,0.043414,0.043414,0.001471,0.791289,175227,0.957707
Actinoplanes_friuliensis,Actinoplanes,,0,637,3,0.770887,0.854376,0.001012,0,0,0.041183,0.041183,0.001441,0.78063,158129,0.908695
Brachyspira_hampsonii,Brachyspira,,0.01,693,3,0.81216,0.88622,0.000717,1,0,0.044524,0.044524,0.001531,0.766434,183774,0.98249
Halothiobacillus_neapolitanus,Halothiobacillus,,0,243,3,0.567893,0.630354,0.000088,0,0,0.016539,0.016539,0.000644,0.91324,26852,0.364616
Chryseobacterium_gallinarum,Chryseobacterium,,0.01,674,3,0.796263,0.875047,0.0008,2,0,0.043079,0.043079,0.001502,0.763868,173246,0.950728
Neisseriaceae_bacterium,Neisseriaceae,,0,365,4,0.619806,0.700466,0.000673,0,0,0.022798,0.022798,0.000945,0.826012,54872,0.503246
Thermoanaerobacterium_xylanolyticum,Thermoanaerobacterium,,0,619,3,0.759118,0.84432,0.000608,2,0,0.040539,0.040539,0.00139,0.804288,153837,0.894393
Pseudoclostridium_thermosuccinogenes,Pseudoclostridium,,0,700,3,0.815118,0.889572,0.000684,2,0,0.04491,0.04491,0.001543,0.76372,186844,0.991059
Zobellia_galactanivorans,Zobellia,,0,622,3,0.760408,0.84581,0.000433,0,0,0.041095,0.041095,0.001384,0.815384,157476,0.906477
Elizabethkingia_genomosp,Elizabethkingia,,0.01,619,3,0.759118,0.84432,0.000516,0,0,0.040758,0.040758,0.001382,0.809161,154769,0.89908
Streptomyces_gilvosporeus,Streptomyces,,0.01,573,3,0.729421,0.81825,0.000354,1,0,0.038472,0.038472,0.001286,0.846166,138668,0.848388
Paenarthrobacter_aurescens,Paenarthrobacter,,0,359,4,0.613855,0.695624,0.000336,0,0,0.022944,0.022944,0.0009,0.857161,55082,0.50624
Flavobacterium_crassostreae,Flavobacterium,,0.02,503,3,0.683728,0.776909,0.000204,0,0,0.035003,0.035003,0.00114,0.90546,114317,0.771441
Leuconostoc_gasicomitatum,Leuconostoc,,0.01,635,3,0.770224,0.853445,0.000407,1,0,0.042127,0.042127,0.001405,0.819419,164945,0.929134
Bacillus_cellulosilyticus,Bacillus,,0.04,594,3,0.743355,0.830354,0.001164,0,0,0.038691,0.038691,0.001363,0.795419,140090,0.853734
Planococcus_rifietoensis,Planococcus,,0,588,3,0.736626,0.826071,0.000725,2,0,0.038563,0.038563,0.001338,0.807212,139307,0.850827
Pedobacter_cryoconitis,Pedobacter,,0,624,3,0.761054,0.846741,0.000661,0,0,0.041112,0.041112,0.001397,0.810229,157489,0.906841
Sulfitobacter_pseudonitzschiae,Sulfitobacter,,0,431,3,0.650436,0.737616,0.000354,1,0,0.027431,0.027431,0.001037,0.828975,76817,0.605465
Acinetobacter_bereziniae,Acinetobacter,,0.01,650,3,0.779617,0.861639,0.000515,2,0,0.042555,0.042555,0.00144,0.798293,168380,0.938807
Thermoanaerobacterium_thermosaccharolyticum,Thermoanaerobacterium,,0,358,3,0.618094,0.69702,0.000374,0,0,0.024385,0.024385,0.000881,0.88794,56742,0.537674
Desulfovibrio_vulgaris,Desulfovibrio,,0,346,4,0.611757,0.689851,0.000288,0,0,0.023276,0.023276,0.000856,0.879601,52499,0.513154
Brenneria_goodwinii,Brenneria,,0,631,3,0.766924,0.851024,0.000805,2,0,0.041056,0.041056,0.001421,0.792599,157541,0.905855
Maribacter_cobaltidurans,Maribacter,,0,651,3,0.778261,0.861639,0.000508,2,0,0.042525,0.042525,0.001444,0.797003,168626,0.938218
Echinicola_vietnamensis,Echinicola,,0,669,3,0.794144,0.872626,0.000658,0,0,0.043432,0.043432,0.001484,0.783979,175177,0.95826
Wolbachia_pipientis,Wolbachia,,0,217,4,0.556938,0.614991,0.000465,0,0,0.012717,0.012717,0.000666,0.810591,18997,0.28094
Verrucosispora_maris,Verrucosispora,,0,679,3,0.801971,0.878399,0.000718,0,0,0.043874,0.043874,0.001506,0.775333,178467,0.968029
Paenibacillus_xylanexedens,Paenibacillus,,0.01,601,3,0.748328,0.834451,0.000858,0,0,0.039249,0.039249,0.00137,0.807121,145524,0.86584
Sulfuricurvum_kujiense,Sulfuricurvum,,0,633,3,0.767581,0.851955,0.000605,1,0,0.041392,0.041392,0.001413,0.800728,160168,0.913148
Marivirga_tractuosa,Marivirga,,0,671,3,0.795556,0.873743,0.000666,1,0,0.043308,0.043308,0.001492,0.777623,174798,0.955584
Desulfovibrio_fairfieldensis,Desulfovibrio,,0,630,3,0.767581,0.850838,0.000388,0,0,0.041744,0.041744,0.001395,0.819159,162304,0.920602
Anaerolineaceae_bacterium,Anaerolineaceae,,0,344,3,0.611339,0.688827,0.00034,0,0,0.023025,0.023025,0.000856,0.860618,50773,0.507847
Novosphingobium_resinovorum,Novosphingobium,,0,597,3,0.746455,0.832402,0.000677,1,0,0.038902,0.038902,0.001355,0.803643,142973,0.858258
Allofrancisella_guangzhouensis,Allofrancisella,,0,288,4,0.586501,0.656518,0.000161,1,0,0.018424,0.018424,0.000751,0.885526,36597,0.406531
Bacillus_glycinifermentans,Bacillus,,0.04,583,3,0.735415,0.823836,0.000295,0,0,0.038835,0.038835,0.001304,0.839514,142426,0.856419
Chroococcidiopsis_thermalis,Chroococcidiopsis,,0,676,3,0.799821,0.876723,0.000566,0,0,0.043926,0.043926,0.001492,0.784506,178985,0.969075
Cyanobacterium_stanieri,Cyanobacterium,,0,522,3,0.698128,0.789013,0.00027,1,0,0.03509,0.03509,0.001188,0.865709,117720,0.773785
Staphylococcus_lutrae,Staphylococcus,,0.11,678,3,0.799107,0.877281,0.000602,2,0,0.043875,0.043875,0.001497,0.778417,178649,0.968108
Gloeobacter_kilaueensis,Gloeobacter,,0,501,3,0.684774,0.776536,0.000279,0,0,0.0348,0.0348,0.00114,0.905876,113461,0.766961
Marinifilaceae_bacterium,Marinifilaceae,,0,540,3,0.710317,0.799814,0.000285,0,0,0.036914,0.036914,0.001218,0.882732,128464,0.813747
Thermocrinis_albus,Thermocrinis,,0,352,4,0.609258,0.690968,0.000212,0,0,0.022541,0.022541,0.000878,0.871843,53859,0.497385
Niabella_ginsenosidivorans,Niabella,,0,338,4,0.606369,0.684451,0.000985,1,0,0.020172,0.020172,0.000906,0.794725,45262,0.445727
Desulfobulbus_propionicus,Desulfobulbus,,0,626,3,0.761702,0.847672,0.000628,0,0,0.041047,0.041047,0.001402,0.80295,157077,0.905551
Sulfurimonas_autotrophica,Sulfurimonas,,0,309,4,0.592323,0.667132,0.000166,1,0,0.019974,0.019974,0.00079,0.89125,42411,0.440707
Kushneria_konosiri,Kushneria,,0,264,3,0.579288,0.643948,0.000134,2,0,0.017186,0.017186,0.000694,0.854159,29653,0.379204
Nocardia_soli,Nocardia,,0,391,3,0.628953,0.713966,0.000643,1,0,0.024224,0.024224,0.000981,0.803003,61225,0.534876
Ethanoligenens_harbinense,Ethanoligenens,,0,301,4,0.58727,0.661732,0.001013,1,0,0.018792,0.018792,0.000812,0.845803,38188,0.414858
Sphingomonas_hengshuiensis,Sphingomonas,,0,677,3,0.799107,0.876909,0.000965,2,0,0.043135,0.043135,0.001516,0.758699,173610,0.952114
Bacillus_sonorensis,Bacillus,,0.04,623,3,0.762351,0.846741,0.000448,2,0,0.040967,0.040967,0.001386,0.809298,156804,0.903677
Muricauda_ruestringensis,Muricauda,,0,548,3,0.714286,0.804097,0.00036,2,0,0.036075,0.036075,0.001242,0.824818,123622,0.795888
Shewanella_japonica,Shewanella,,0,549,3,0.713716,0.804283,0.000482,2,0,0.03572,0.03572,0.001255,0.815125,122616,0.78826
Haemophilus_parainfluenzae,Haemophilus,,12.64,630,3,0.765612,0.850279,0.000919,2,0,0.040244,0.040244,0.001429,0.773286,153215,0.888263
Streptococcus_oralis,Streptococcus,,44.610001,625,3,0.761702,0.8473,0.000803,2,0,0.040169,0.040169,0.001415,0.781405,152374,0.886607
Filifactor_alocis,Filifactor,,0.77,607,3,0.752101,0.837803,0.00054,1,0,0.039786,0.039786,0.001363,0.808749,148746,0.877749
Streptococcus_cristatus,Streptococcus,,44.610001,651,3,0.779617,0.862011,0.000821,2,0,0.041876,0.041876,0.001462,0.775857,164152,0.924161
Streptococcus_gordonii,Streptococcus,,44.610001,656,3,0.783027,0.864804,0.000794,2,0,0.042104,0.042104,0.001471,0.772077,165873,0.92924
Aggregatibacter_aphrophilus,Aggregatibacter,,0.37,537,3,0.706393,0.797393,0.000544,2,0,0.035482,0.035482,0.001235,0.831277,119634,0.782905
Lactococcus_lactis,Lactococcus,,0.07,527,3,0.705836,0.793482,0.000701,2,0,0.034372,0.034372,0.001227,0.808998,112128,0.758679
Streptococcus_suis,Streptococcus,,44.610001,571,3,0.727051,0.81676,0.000491,2,0,0.037514,0.037514,0.001297,0.820174,133471,0.827714
Blautia_hansenii,Blautia,,0.05,600,3,0.747703,0.833892,0.000473,1,0,0.039575,0.039575,0.001347,0.81542,146531,0.873044
Streptococcus_macedonicus,Streptococcus,,44.610001,610,3,0.752101,0.83892,0.000658,2,0,0.039347,0.039347,0.00138,0.788872,146529,0.868413
Snodgrassella_alvi,Snodgrassella,,0,592,3,0.740894,0.828864,0.000763,2,0,0.038342,0.038342,0.00135,0.796085,139264,0.846059
Achromobacter_xylosoxidans,Achromobacter,,0.02,16,4,0.459918,0.477095,0,0,0,0.000887,0.000887,0.000199,0.983333,118,0.019588
Streptococcus_equi,Streptococcus,,44.610001,627,3,0.763652,0.848603,0.00086,2,0,0.040259,0.040259,0.001421,0.777948,152673,0.888611
Streptococcus_gallolyticus,Streptococcus,,44.610001,167,3,0.543742,0.589013,0.000171,2,0,0.0096,0.0096,0.000529,0.741289,10275,0.212351
Candidatus_Gracilibacteria,Candidatus,,0.25,597,3,0.746455,0.832402,0.000598,1,0,0.03914,0.03914,0.001346,0.804121,143058,0.863587
Vagococcus_teuberi,Vagococcus,,0.04,610,3,0.750839,0.838547,0.000952,2,0,0.038583,0.038583,0.001399,0.76576,142236,0.851861
Moraxella_osloensis,Moraxella,,0.01,504,3,0.690054,0.779516,0.001911,2,0,0.032391,0.032391,0.00122,0.807362,102338,0.715058
Actinobacillus_succinogenes,Actinobacillus,,0.07,599,3,0.743973,0.832402,0.000399,2,0,0.039633,0.039633,0.00134,0.825155,147786,0.874324
Corynebacterium_glaucum,Corynebacterium,,0.17,659,3,0.786467,0.866853,0.000875,1,0,0.042224,0.042224,0.001478,0.766926,166278,0.931927
Melissococcus_plutonius,Melissococcus,,0.01,655,3,0.7844,0.864804,0.000703,2,0,0.042234,0.042234,0.001461,0.778266,166693,0.931986
Gallibacterium_anatis,Gallibacterium,,0.01,584,3,0.733607,0.82365,0.000529,2,0,0.037798,0.037798,0.001325,0.801376,136423,0.834217
Lactobacillus_agilis,Lactobacillus,,0.16,580,3,0.731807,0.821601,0.000467,2,0,0.038296,0.038296,0.001306,0.827711,138981,0.844897
Lactococcus_garvieae,Lactococcus,,0.07,681,3,0.804133,0.879702,0.001103,2,0,0.043385,0.043385,0.001528,0.755999,175044,0.957637
Haemophilus_somnus,Haemophilus,,12.64,614,3,0.754637,0.841155,0.000561,1,0,0.040642,0.040642,0.001374,0.817558,153857,0.896538
Carnobacterium_divergens,Carnobacterium,,0.04,651,3,0.780296,0.862197,0.00086,2,0,0.041882,0.041882,0.00146,0.776949,164383,0.924324
Jeotgalibaca_dankookensis,Jeotgalibaca,,0.02,513,3,0.695416,0.78473,0.000639,2,0,0.033,0.033,0.001198,0.804558,105661,0.72853
Parascardovia_denticolens,Parascardovia,,0,427,3,0.646676,0.734637,0.000905,0,0,0.026755,0.026755,0.001059,0.786643,71546,0.590682
Treponema_putidum,Treponema,,0.03,632,3,0.766924,0.851397,0.000764,2,0,0.041014,0.041014,0.001419,0.789444,157412,0.905053
Mesoplasma_syrphidae,Mesoplasma,,0.01,572,3,0.730612,0.81825,0.001152,2,0,0.03686,0.03686,0.001328,0.786995,128521,0.813664
Enterococcus_thailandicus,Enterococcus,,0.09,604,3,0.747078,0.835196,0.000666,2,0,0.038749,0.038749,0.00137,0.785175,142985,0.855331
Lactobacillus_johnsonii,Lactobacillus,,0.16,446,3,0.659543,0.746741,0.001594,2,0,0.028535,0.028535,0.001111,0.785953,77994,0.63005
Enterococcus_hirae,Enterococcus,,0.09,634,3,0.766924,0.852142,0.000811,2,0,0.040512,0.040512,0.001432,0.772631,155037,0.894259
Enterococcus_silesiacus,Enterococcus,,0.09,590,3,0.739059,0.827561,0.000708,2,0,0.038011,0.038011,0.001347,0.792328,137671,0.838967
Carnobacterium_maltaromaticum,Carnobacterium,,0.04,568,3,0.724696,0.814898,0.000769,2,0,0.036017,0.036017,0.001315,0.780206,125635,0.795252
Enterococcus_faecalis,Enterococcus,,0.09,605,3,0.748328,0.83594,0.00066,2,0,0.039133,0.039133,0.001368,0.794116,145093,0.863653
Mycoplasma_genitalium,Mycoplasma,,0.04,317,3,0.599063,0.673184,0.000642,2,0,0.02151,0.02151,0.000826,0.899553,45055,0.474441
Kocuria_rhizophila,Kocuria,,0.03,101,3,0.519443,0.550093,0.001225,1,0,0.003691,0.003691,0.000545,0.490891,2479,0.082415
Enterococcus_faecium,Enterococcus,,0.09,681,3,0.801971,0.879143,0.000732,2,0,0.043526,0.043526,0.001513,0.762814,176622,0.960663
Weissella_ceti,Weissella,,0.02,672,3,0.794849,0.873929,0.000742,2,0,0.043237,0.043237,0.001495,0.770816,173785,0.954137
Aerococcus_urinaehominis,Aerococcus,,0.05,638,3,0.769561,0.854376,0.000924,2,0,0.040816,0.040816,0.001443,0.772749,157025,0.900909
Microbacterium_aurum,Microbacterium,,0.02,556,3,0.72294,0.80987,0.00104,1,0,0.036236,0.036236,0.001287,0.804673,124153,0.799587
Treponema_denticola,Treponema,,0.03,578,3,0.731209,0.82067,0.000456,2,0,0.038553,0.038553,0.0013,0.835013,139241,0.850307
Staphylococcus_sciuri,Staphylococcus,,0.11,467,3,0.670412,0.758659,0.000976,2,0,0.029711,0.029711,0.001136,0.798568,86893,0.65617
Staphylococcus_schleiferi,Staphylococcus,,0.11,627,3,0.763652,0.848603,0.000688,2,0,0.040794,0.040794,0.001408,0.791843,155400,0.900186
Macrococcus_canis,Macrococcus,,0.01,608,3,0.751469,0.837989,0.000627,1,0,0.039541,0.039541,0.001372,0.794091,146532,0.872556
Clostridium_chauvoei,Clostridium,,0.17,692,3,0.809955,0.885289,0.00078,1,0,0.044164,0.044164,0.001535,0.75761,181134,0.974732
Macrococcus_caseolyticus,Macrococcus,,0.01,629,3,0.766924,0.850279,0.00104,1,0,0.041038,0.041038,0.001423,0.795571,157130,0.905507
Lactobacillus_ginsenosidimutans,Lactobacillus,,0.16,658,3,0.7844,0.865922,0.000784,2,0,0.042538,0.042538,0.001466,0.780799,168772,0.938674
Aerococcus_urinaeequi,Aerococcus,,0.05,364,3,0.617241,0.698883,0.000322,2,0,0.022472,0.022472,0.000916,0.817773,54027,0.496508
Staphylococcus_simulans,Staphylococcus,,0.11,574,3,0.733006,0.819739,0.00124,1,0,0.036914,0.036914,0.001332,0.781461,128512,0.814864
Lactobacillus_hordei,Lactobacillus,,0.16,492,3,0.686876,0.773929,0.001497,1,0,0.031487,0.031487,0.001196,0.787161,95078,0.6951
Mycoplasma_gallinaceum,Mycoplasma,,0.04,184,3,0.546398,0.596834,0.000121,2,0,0.010973,0.010973,0.000558,0.828166,13943,0.242552
Aeromicrobium_erythreum,Aeromicrobium,,0,665,3,0.790636,0.870205,0.000893,1,0,0.04266,0.04266,0.001491,0.767674,169487,0.9415
Gilliamella_apicola,Gilliamella,,0.01,626,3,0.762351,0.847858,0.000644,2,0,0.040452,0.040452,0.001405,0.786858,153929,0.892677
Enterococcus_mundtii,Enterococcus,,0.09,609,3,0.751469,0.838361,0.000807,2,0,0.038837,0.038837,0.001387,0.775646,143600,0.857354
Pediococcus_claussenii,Pediococcus,,0.02,606,3,0.751469,0.837244,0.000583,2,0,0.039668,0.039668,0.001362,0.803846,147357,0.875332
Bifidobacterium_breve,Bifidobacterium,,0.05,518,3,0.697584,0.787337,0.000564,1,0,0.034088,0.034088,0.001201,0.823873,110319,0.752064
Weissella_paramesenteroides,Weissella,,0.02,652,3,0.780977,0.862756,0.000721,2,0,0.042253,0.042253,0.001457,0.784423,166475,0.93238
Candidatus_Methylopumilus,Candidatus,,0.25,347,3,0.611339,0.689944,0.000476,2,0,0.021834,0.021834,0.000884,0.844014,50667,0.482267
Weissella_koreensis,Weissella,,0.02,545,3,0.714856,0.803166,0.000711,2,0,0.035556,0.035556,0.001256,0.807461,119698,0.784696
Bifidobacterium_animalis,Bifidobacterium,,0.05,655,3,0.783027,0.864432,0.000682,2,0,0.04228,0.04228,0.00146,0.777426,166513,0.933024
Corynebacterium_kroppenstedtii,Corynebacterium,,0.17,448,3,0.659543,0.747486,0.000526,1,0,0.029443,0.029443,0.001067,0.844,84508,0.649516
Staphylococcus_carnosus,Staphylococcus,,0.11,679,3,0.801253,0.878212,0.000705,2,0,0.043704,0.043704,0.001505,0.771184,177512,0.964424
Bifidobacterium_kashiwanohense,Bifidobacterium,,0.05,650,3,0.779617,0.861639,0.000774,2,0,0.042058,0.042058,0.001452,0.781572,164853,0.928136
Leuconostoc_carnosum,Leuconostoc,,0.01,696,3,0.813636,0.887709,0.001038,2,0,0.043846,0.043846,0.001554,0.740925,179200,0.967963
Cryobacterium_arcticum,Cryobacterium,,0,616,3,0.759118,0.843203,0.000813,0,0,0.040277,0.040277,0.001395,0.798168,151189,0.888609
Ureibacillus_thermosphaericus,Ureibacillus,,0.01,638,3,0.771552,0.854935,0.00053,2,0,0.041474,0.041474,0.001421,0.794029,161349,0.915139
Lactobacillus_sanfranciscensis,Lactobacillus,,0.16,556,3,0.720032,0.808939,0.00147,2,0,0.035939,0.035939,0.001304,0.788165,121606,0.793342
Selenomonas_ruminantium,Selenomonas,,0,317,4,0.597862,0.672719,0.00075,1,0,0.019566,0.019566,0.000854,0.825979,41370,0.432007
Lactobacillus_amylovorus,Lactobacillus,,0.16,667,3,0.791335,0.871136,0.000652,2,0,0.042951,0.042951,0.001482,0.774604,172048,0.947865
Listeria_welshimeri,Listeria,,0.02,610,3,0.752733,0.839106,0.000804,2,0,0.039169,0.039169,0.001388,0.783127,145462,0.864531
Staphylococcus_lugdunensis,Staphylococcus,,0.11,552,3,0.717723,0.806704,0.001507,2,0,0.035687,0.035687,0.00129,0.799298,121554,0.787701
Staphylococcus_haemolyticus,Staphylococcus,,0.11,487,3,0.683728,0.77095,0.00081,2,0,0.031568,0.031568,0.001158,0.812229,96120,0.696838
Listeria_monocytogenes,Listeria,,0.02,687,3,0.806306,0.882495,0.000826,2,0,0.044009,0.044009,0.001527,0.763462,179903,0.971285
Clostridium_saccharoperbutylacetonicum,Clostridium,,0.17,685,3,0.805581,0.881564,0.000812,1,0,0.043815,0.043815,0.001525,0.761485,178393,0.967005
Pimelobacter_simplex,Pimelobacter,,0,652,3,0.781659,0.862942,0.001028,1,0,0.041773,0.041773,0.001471,0.766768,162728,0.922015
Staphylococcus_pettenkoferi,Staphylococcus,,0.11,485,3,0.682685,0.769832,0.000981,1,0,0.032061,0.032061,0.001158,0.827315,97102,0.707381
Mycoplasma_californicum,Mycoplasma,,0.04,573,3,0.728234,0.817877,0.00056,2,0,0.037655,0.037655,0.001299,0.818005,134053,0.830713
Ehrlichia_ruminantium,Ehrlichia,,0,249,3,0.571885,0.634637,0.000276,2,0,0.015875,0.015875,0.000686,0.84428,26068,0.350469
Thermosulfidibacter_takaii,Thermosulfidibacter,,0,278,3,0.585733,0.652328,0.000201,0,0,0.018383,0.018383,0.000725,0.873257,33623,0.40536
Gottschalkia_acidurici,Gottschalkia,,0,681,3,0.801971,0.879143,0.000759,2,0,0.043644,0.043644,0.001511,0.764157,176933,0.963136
Bacillus_cytotoxicus,Bacillus,,0.04,680,3,0.800537,0.878399,0.000838,2,0,0.043475,0.043475,0.001515,0.762029,175922,0.959508
Lactobacillus_curvatus,Lactobacillus,,0.16,606,3,0.748954,0.836499,0.001568,2,0,0.038358,0.038358,0.001397,0.762736,139821,0.846904
Staphylococcus_argenteus,Staphylococcus,,0.11,540,3,0.710882,0.8,0.000631,2,0,0.03506,0.03506,0.001246,0.808912,117721,0.773858
Enterococcus_casseliflavus,Enterococcus,,0.09,607,3,0.749581,0.837058,0.000567,2,0,0.039342,0.039342,0.001368,0.794461,146118,0.868214
Pediococcus_acidilactici,Pediococcus,,0.02,537,3,0.711447,0.799069,0.002048,2,0,0.034596,0.034596,0.001291,0.788787,113519,0.763744
Arthrobacter_arilaitensis,Arthrobacter,,0.01,615,3,0.757832,0.842458,0.000797,1,0,0.040086,0.040086,0.001394,0.798835,150824,0.884447
Leuconostoc_mesenteroides,Leuconostoc,,0.01,519,3,0.699765,0.788454,0.000947,2,0,0.033663,0.033663,0.001216,0.80628,108381,0.743047
Psychrobacter_alimentarius,Psychrobacter,,0,290,3,0.59154,0.65959,0.001248,2,0,0.01786,0.01786,0.000829,0.789309,33076,0.394616
Bifidobacterium_asteroides,Bifidobacterium,,0.05,604,3,0.747703,0.835382,0.000776,2,0,0.039668,0.039668,0.001366,0.806898,146941,0.875183
Staphylococcus_aureus,Staphylococcus,,0.11,448,3,0.662963,0.74879,0.001033,1,0,0.028728,0.028728,0.0011,0.793824,79484,0.63421
Bacillus_weihaiensis,Bacillus,,0.04,665,3,0.787852,0.86946,0.000994,2,0,0.042166,0.042166,0.001497,0.755313,166758,0.930773
Amphibacillus_xylanus,Amphibacillus,,0,667,3,0.792035,0.871322,0.000697,2,0,0.042952,0.042952,0.001485,0.773357,171771,0.947914
Bacillus_methanolicus,Bacillus,,0.04,677,3,0.799821,0.877095,0.00059,2,0,0.043834,0.043834,0.001496,0.779243,178311,0.967247
Corynebacterium_kutscheri,Corynebacterium,,0.17,97,3,0.510553,0.543017,0.000166,0,0,0.004456,0.004456,0.000423,0.667955,3110,0.098904
Lactobacillus_farciminis,Lactobacillus,,0.16,537,3,0.709754,0.79851,0.000629,0,0,0.035621,0.035621,0.001231,0.825787,118844,0.785806
Geodermatophilus_obscurus,Geodermatophilus,,0,644,3,0.772884,0.857542,0.001572,2,0,0.040491,0.040491,0.001475,0.7478,154829,0.89405
Clostridium_cellulosi,Clostridium,,0.17,579,3,0.734811,0.82216,0.000646,1,0,0.037912,0.037912,0.001315,0.809969,135533,0.836466
Lactobacillus_delbrueckii,Lactobacillus,,0.16,496,3,0.68635,0.775233,0.000754,1,0,0.03226,0.03226,0.001169,0.811632,99636,0.711946
Aerococcus_sanguinicola,Aerococcus,,0.05,530,3,0.703616,0.793855,0.00067,2,0,0.033982,0.033982,0.001237,0.798359,111918,0.750175
